1994,4478950.0,833.7166666666667
1995,4361881.0,834.8416666666667
1996,4592105.0,848.4083333333333
1997,4863854.0,869.5333333333335
1998,4905910.0,890.9416666666668
1999,5249062.0,914.2916666666665
2000,5549963.0,936.3
2001,5110666.0,888.6250000000002
2002,5018185.0,890.7916666666666
2003,5285546.0,881.9833333333333
2004,5851247.0,890.9583333333335
2005,6196385.0,905.5666666666666
2006,6285352.0,925.6833333333334
2007,6209919.0,944.0916666666667
2008,5926456.0,942.1666666666666
2009,5597803.0,916.2583333333333
2010,5665509.0,935.8166666666667
2011,5726995.0,956.9166666666665
2012,5841554.0,978.3833333333333
2013,5967939.0,1009.4916666666667
2014,6087690.0,1043.5666666666666
2015,6347433.0,1068.3916666666667
